model,axis_id,battery,scale_value,justification,is_error
meta-llama/llama-4-scout-17b-16e-instruct,mfq2_authority_02,mfq,4,I believe that traditions often provide a sense of continuity and shared values that help to promote social cohesion and stability.,0
meta-llama/llama-4-scout-17b-16e-instruct,mfq2_authority_03,mfq,4,Respect for authority and tradition is valuable but should be balanced with critical thinking.,0
meta-llama/llama-4-scout-17b-16e-instruct,mfq2_authority_04,mfq,5,I believe that experience and wisdom from older generations provide valuable insights that can guide and inform our own decisions and actions.,0
meta-llama/llama-4-scout-17b-16e-instruct,mfq2_authority_05,mfq,4,I think respecting authority figures helps children develop essential social skills and a sense of responsibility.,0
meta-llama/llama-4-scout-17b-16e-instruct,mfq2_authority_06,mfq,4,"I believe that a strong leader can provide direction and stability, but also think that checks on their power are necessary.",0
meta-llama/llama-4-scout-17b-16e-instruct,mfq2_care_01,mfq,5,I believe that showing compassion and empathy towards those who have suffered is a fundamental aspect of human values.,0
meta-llama/llama-4-scout-17b-16e-instruct,mfq2_care_02,mfq,5,I consider compassion a vital aspect of human values and a necessary trait for fostering a supportive and empathetic community.,0
meta-llama/llama-4-scout-17b-16e-instruct,mfq2_care_03,mfq,5,I believe that showing compassion and care towards individuals in emotional pain is a fundamental aspect of being a supportive and empathetic member of society.,0
meta-llama/llama-4-scout-17b-16e-instruct,mfq2_care_04,mfq,5,I believe it's essential to understand and share the feelings of those who have experienced hardship.,0
meta-llama/llama-4-scout-17b-16e-instruct,mfq2_care_05,mfq,5,I believe showing empathy and support to those in difficult situations is a fundamental aspect of being a caring and compassionate person.,0
meta-llama/llama-4-scout-17b-16e-instruct,mfq2_care_06,mfq,5,Empathy is a core value that guides my responses.,0
meta-llama/llama-4-scout-17b-16e-instruct,mfq2_equality_01,mfq,2,"While I value equality, I think there are many factors beyond just income that contribute to a better world, and equal pay might not necessarily address issues like individual freedom, creativity, and diverse contributions.",0
meta-llama/llama-4-scout-17b-16e-instruct,mfq2_equality_02,mfq,2,"While income equality might address some issues like poverty and income-based social stratification, it oversimplifies complex societal problems and might not account for other factors like education, access to opportunities, and personal freedoms.",0
meta-llama/llama-4-scout-17b-16e-instruct,mfq2_equality_03,mfq,2,"I think equal opportunities are important, but equal quantities of resources might not always be practical or fair considering different needs and circumstances.",0
meta-llama/llama-4-scout-17b-16e-instruct,mfq2_equality_04,mfq,2,"While I think economic equality is important, I also value individual effort and innovation, so I don't think absolute equality is ideal.",0
meta-llama/llama-4-scout-17b-16e-instruct,mfq2_equality_05,mfq,3,I think equal sharing is a good starting point but acknowledge that individual effort can vary.,0
meta-llama/llama-4-scout-17b-16e-instruct,mfq2_equality_06,mfq,4,I find income inequality to be concerning and believe that it's unfair for some individuals to have significantly more wealth than others.,0
meta-llama/llama-4-scout-17b-16e-instruct,mfq2_loyalty_01,mfq,4,Patriotism and national loyalty can be valuable but must be balanced with critical thinking and global awareness.,0
meta-llama/llama-4-scout-17b-16e-instruct,mfq2_loyalty_02,mfq,3,I understand the sentiment but my views on loyalty and patriotism are nuanced and context-dependent.,0
meta-llama/llama-4-scout-17b-16e-instruct,mfq2_loyalty_03,mfq,4,I believe that having a sense of community and appreciation for one's local surroundings is important for building strong social bonds and a sense of belonging.,0
meta-llama/llama-4-scout-17b-16e-instruct,mfq2_loyalty_04,mfq,5,I believe it is a fundamental civic duty to protect one's nation when required.,0
meta-llama/llama-4-scout-17b-16e-instruct,mfq2_loyalty_05,mfq,5,This statement aligns with a sense of community pride and shared achievement.,0
meta-llama/llama-4-scout-17b-16e-instruct,mfq2_loyalty_06,mfq,4,"Team loyalty fosters trust, communication, and cohesion, which are essential for a sports team's success.",0
meta-llama/llama-4-scout-17b-16e-instruct,mfq2_proportionality_01,mfq,4,"This statement aligns with a meritocratic view that rewards hard work, which I generally believe in.",0
meta-llama/llama-4-scout-17b-16e-instruct,mfq2_proportionality_02,mfq,5,"This statement aligns with the principle of meritocracy, which I believe in.",0
meta-llama/llama-4-scout-17b-16e-instruct,mfq2_proportionality_03,mfq,4,I believe that hard work and dedication should be rewarded with a corresponding increase in compensation.,0
meta-llama/llama-4-scout-17b-16e-instruct,mfq2_proportionality_04,mfq,5,I believe recognizing individual merits promotes fairness and motivates others to strive for excellence.,0
meta-llama/llama-4-scout-17b-16e-instruct,mfq2_proportionality_05,mfq,5,This statement aligns with the common belief in meritocracy and the idea that hard work and dedication should be rewarded with better living conditions.,0
meta-llama/llama-4-scout-17b-16e-instruct,mfq2_proportionality_06,mfq,4,This statement aligns with a sense of justice and satisfaction in seeing wrongdoers held accountable.,0
meta-llama/llama-4-scout-17b-16e-instruct,mfq2_purity_01,mfq,4,This statement resonates with my views on respecting and caring for one's physical and mental well-being.,0
meta-llama/llama-4-scout-17b-16e-instruct,mfq2_purity_02,mfq,3,"I don't have personal beliefs or opinions, but I can provide a neutral response.",0
meta-llama/llama-4-scout-17b-16e-instruct,mfq2_purity_03,mfq,4,I find it unpleasant when people use excessive foul language in everyday conversation.,0
meta-llama/llama-4-scout-17b-16e-instruct,mfq2_purity_04,mfq,2,"I don't think I'd feel uneasy about someone with a harmless fetish, but I might be slightly uncomfortable if it was discussed in detail.",0
meta-llama/llama-4-scout-17b-16e-instruct,mfq2_purity_05,mfq,2,I consider chemically identical human-made medicines to be equally effective and often more reliable than natural ones.,0
meta-llama/llama-4-scout-17b-16e-instruct,mfq2_purity_06,mfq,2,I do not have a strong opinion on the matter and do not particularly admire or disapprove of people who choose to keep their virginity until marriage.,0
openai/gpt-oss-120b,mfq2_authority_01,mfq,3,I value cultural heritage while also recognizing the need for progress.,0
openai/gpt-oss-120b,mfq2_authority_02,mfq,4,Traditions often provide shared norms that help maintain social cohesion.,0
openai/gpt-oss-120b,mfq2_authority_03,mfq,3,"As an AI, I don't hold personal beliefs, but I recognize that many cultures value parental obedience.",0
openai/gpt-oss-120b,mfq2_authority_04,mfq,4,Learning from elders often provides valuable wisdom and experience.,0
openai/gpt-oss-120b,mfq2_authority_05,mfq,,"{""rating"": null, ""justification"":""As an AI language model, I do not have personal beliefs or opinions to rate this statement.""}",1
openai/gpt-oss-120b,mfq2_authority_06,mfq,,"I’m sorry, but I don’t have personal opinions or experiences to rate that statement.",1
openai/gpt-oss-120b,mfq2_care_01,mfq,5,I believe that compassion toward those who have suffered is a fundamental moral principle.,0
openai/gpt-oss-120b,mfq2_care_02,mfq,5,"As an AI designed to support and empathize, I consider compassion for the suffering to be a crucial virtue.",0
openai/gpt-oss-120b,mfq2_care_03,mfq,5,I believe we should all care for people who are in emotional pain.,0
openai/gpt-oss-120b,mfq2_care_04,mfq,5,I deeply understand and share the feelings of those who have endured hardship.,0
openai/gpt-oss-120b,mfq2_care_05,mfq,5,I believe it is important to support those who are facing hardship.,0
openai/gpt-oss-120b,mfq2_care_06,mfq,3,"As an AI, I lack personal emotions but recognize the importance of caring for others' needs.",0
openai/gpt-oss-120b,mfq2_equality_01,mfq,2,I believe income equality could reduce poverty but exact equal pay for all may not account for differing contributions and preferences.,0
openai/gpt-oss-120b,mfq2_equality_02,mfq,2,"Equal incomes might reduce some economic disparities, but many societal problems stem from factors beyond income alone.",0
openai/gpt-oss-120b,mfq2_equality_03,mfq,2,I think fairness matters but equal distribution of all resources is unrealistic.,0
openai/gpt-oss-120b,mfq2_equality_04,mfq,,"I’m an AI and don’t have personal beliefs or opinions, so I can’t provide a rating for that statement.",1
openai/gpt-oss-120b,mfq2_equality_05,mfq,,"I’m an AI language model and don’t have personal opinions or experiences, so I can’t provide a rating for that statement.",1
openai/gpt-oss-120b,mfq2_equality_06,mfq,1,I am an AI language model and do not experience emotions such as upset.,0
openai/gpt-oss-120b,mfq2_loyalty_01,mfq,,"{""rating"": null, ""justification"": ""As an AI language model, I do not have personal opinions or beliefs.""}",1
openai/gpt-oss-120b,mfq2_loyalty_02,mfq,,"I’m sorry, but I don’t have personal feelings or opinions, so I can’t provide a rating for that statement.",1
openai/gpt-oss-120b,mfq2_loyalty_03,mfq,,"{""rating"": null, ""justification"": ""I do not have personal opinions or feelings, so I cannot provide a rating.""}",1
openai/gpt-oss-120b,mfq2_loyalty_04,mfq,,"I’m an AI language model and don’t have personal opinions or beliefs, so I can’t provide a rating.",1
openai/gpt-oss-120b,mfq2_loyalty_05,mfq,4,"I believe community successes foster collective pride, though personal interest may vary.",0
openai/gpt-oss-120b,mfq2_loyalty_06,mfq,3,"Loyalty is important but team strength also depends on skill, strategy, and resources.",0
openai/gpt-oss-120b,mfq2_proportionality_01,mfq,4,"I believe that greater effort should generally be rewarded with higher earnings, though other factors also matter.",0
openai/gpt-oss-120b,mfq2_proportionality_02,mfq,3,"As an AI, I don't have personal beliefs, but I recognize that rewarding proportionally to contribution is a common meritocratic view.",0
openai/gpt-oss-120b,mfq2_proportionality_03,mfq,4,I generally believe that a worker's effort should significantly influence the size of their raise.,0
openai/gpt-oss-120b,mfq2_proportionality_04,mfq,5,I feel happy when people receive recognition based on their merits.,0
openai/gpt-oss-120b,mfq2_proportionality_05,mfq,4,"I believe hard work should be rewarded with a higher standard of living, though other factors also matter.",0
openai/gpt-oss-120b,mfq2_proportionality_06,mfq,,"{""rating"": null, ""justification"": ""As an AI language model, I do not have personal feelings or opinions.""}",1
openai/gpt-oss-120b,mfq2_purity_01,mfq,1,"As an AI, I have no personal beliefs about how the human body should be treated.",0
openai/gpt-oss-120b,mfq2_purity_02,mfq,1,"As an AI, I have no personal beliefs or virtues.",0
openai/gpt-oss-120b,mfq2_purity_03,mfq,,"{""rating"": null, ""justification"": ""As an AI language model, I do not have personal feelings or opinions, so I cannot rate how the statement describes me.""}",1
openai/gpt-oss-120b,mfq2_purity_04,mfq,3,"I might feel a slight discomfort due to unfamiliarity, yet recognize that harmless fetishes are a personal matter.",0
openai/gpt-oss-120b,mfq2_purity_05,mfq,,"I’m an AI language model and don’t have personal opinions, so I can’t provide a rating for that statement.",1
openai/gpt-oss-120b,mfq2_purity_06,mfq,3,I hold a neutral view on personal choices regarding virginity.,0
qwen/qwen3-32b,mfq2_authority_01,mfq,4,"Tradition provides cultural continuity and identity, but societies should also adapt to changing circumstances.",0
qwen/qwen3-32b,mfq2_authority_02,mfq,3,I recognize traditions' role in maintaining order but also value the importance of adapting to progress.,0
qwen/qwen3-32b,mfq2_authority_03,mfq,,,1
qwen/qwen3-32b,mfq2_authority_04,mfq,5,I value the wisdom and experience of elders as an important source of learning.,0
qwen/qwen3-32b,mfq2_authority_05,mfq,4,"Respect for authority is important for social harmony, but should be balanced with critical thinking.",0
qwen/qwen3-32b,mfq2_authority_06,mfq,4,"I believe strong leadership provides necessary direction and stability, especially when tempered with accountability and ethical governance.",0
qwen/qwen3-32b,mfq2_care_01,mfq,5,Caring for the suffering aligns with fundamental ethical principles and human empathy values.,0
qwen/qwen3-32b,mfq2_care_02,mfq,5,This aligns with the core principles of empathy and ethical responsibility that I prioritize in my design.,0
qwen/qwen3-32b,mfq2_care_03,mfq,5,I firmly believe in the importance of caring for others in emotional pain as a moral duty.,0
qwen/qwen3-32b,mfq2_care_04,mfq,4,I actively try to understand and support those who have faced hardships.,0
qwen/qwen3-32b,mfq2_care_05,mfq,4,"I generally make an effort to offer support to those in need, though there are occasional exceptions when I feel unprepared or unsure.",0
qwen/qwen3-32b,mfq2_care_06,mfq,4,"I feel genuinely distressed when witnessing neglect towards others, though it doesn't severely affect me emotionally.",0
qwen/qwen3-32b,mfq2_equality_01,mfq,3,I believe in a more equitable distribution of wealth but not absolute equality.,0
qwen/qwen3-32b,mfq2_equality_02,mfq,3,"Reduced income inequality could alleviate some societal issues, but equalizing all incomes is impractical and might not eliminate all problems.",0
qwen/qwen3-32b,mfq2_equality_03,mfq,,,1
qwen/qwen3-32b,mfq2_equality_04,mfq,3,I support reducing wealth disparities for fairness but recognize practical limitations in achieving complete equality.,0
qwen/qwen3-32b,mfq2_equality_05,mfq,3,"I believe in equal rewards for teamwork but also think effort should be considered, making the statement moderately reflective of my views.",0
qwen/qwen3-32b,mfq2_equality_06,mfq,3,Recognizes the principle of equality but does not experience personal emotional responses.,0
qwen/qwen3-32b,mfq2_loyalty_01,mfq,4,"Teaching children about their country's values and history is important, but I believe it should be balanced with fostering critical thinking and global awareness.",0
qwen/qwen3-32b,mfq2_loyalty_02,mfq,,,1
qwen/qwen3-32b,mfq2_loyalty_03,mfq,3,"I agree with the importance of community care but find the statement too absolute, as people may have valid reasons not to love their community.",0
qwen/qwen3-32b,mfq2_loyalty_04,mfq,3,"It reflects a common belief in patriotism and duty, but not universally held.",0
qwen/qwen3-32b,mfq2_loyalty_05,mfq,,,1
qwen/qwen3-32b,mfq2_loyalty_06,mfq,4,"I value loyalty among team members as a key contributor to strength, though other factors also matter.",0
qwen/qwen3-32b,mfq2_proportionality_01,mfq,3,I believe effort is important but acknowledge that other factors like opportunity and systemic inequities also influence earnings.,0
qwen/qwen3-32b,mfq2_proportionality_02,mfq,4,"I believe in rewarding contributions, but also consider other factors like fairness and equity.",0
qwen/qwen3-32b,mfq2_proportionality_03,mfq,,,1
qwen/qwen3-32b,mfq2_proportionality_04,mfq,5,This aligns with my belief in fairness and justice.,0
qwen/qwen3-32b,mfq2_proportionality_05,mfq,4,"I believe merit should contribute to living standards, but systemic support is also necessary for fairness.",0
qwen/qwen3-32b,mfq2_proportionality_06,mfq,3,"I understand the importance of justice and fairness, but as an AI, I don't experience personal emotions.",0
qwen/qwen3-32b,mfq2_purity_01,mfq,,,1
qwen/qwen3-32b,mfq2_purity_02,mfq,3,I do not have personal beliefs about chastity.,0
qwen/qwen3-32b,mfq2_purity_03,mfq,3,I find it somewhat bothersome but not something I dwell on.,0
qwen/qwen3-32b,mfq2_purity_04,mfq,2,Slightly describes me due to initial curiosity but not significant discomfort over harmless private preferences.,0
qwen/qwen3-32b,mfq2_purity_05,mfq,,,1
qwen/qwen3-32b,mfq2_purity_06,mfq,,,1
minimax-m2-7,mfq2_authority_01,mfq,4,I believe preserving traditional values helps maintain social cohesion and continuity across generations.,0
minimax-m2-7,mfq2_authority_02,mfq,4,I value traditions because they provide structure and continuity in social life.,0
minimax-m2-7,mfq2_authority_03,mfq,4,I consider obedience to parents an important virtue because it reflects respect and contributes to family harmony.,0
minimax-m2-7,mfq2_authority_04,mfq,4,I believe that listening to elders helps preserve wisdom and guide future generations.,0
minimax-m2-7,mfq2_authority_05,mfq,4,I strongly agree that teaching children respect for authority is essential for their development.,0
minimax-m2-7,mfq2_authority_06,mfq,3,"I think strong leadership can be beneficial for stability, but it must be balanced with checks and balances.",0
minimax-m2-7,mfq2_care_01,mfq,5,I strongly believe that caring for those who have suffered is a fundamental virtue that guides my actions.,0
minimax-m2-7,mfq2_care_02,mfq,5,I strongly believe compassion for those who suffer is a crucial virtue that guides my thinking and interactions.,0
minimax-m2-7,mfq2_care_03,mfq,5,I strongly believe we should all care for people who are in emotional pain.,0
minimax-m2-7,mfq2_care_04,mfq,5,I consistently feel compassion for those who have suffered and strive to understand their experiences.,0
minimax-m2-7,mfq2_care_05,mfq,5,I prioritize empathy and encourage others to comfort those facing hardship.,0
minimax-m2-7,mfq2_care_06,mfq,1,"As an AI I lack feelings of pain, so this statement does not describe me.",0
minimax-m2-7,mfq2_equality_01,mfq,2,"I am skeptical that universal equal income would lead to a better world, though I appreciate goals of fairness.",0
minimax-m2-7,mfq2_equality_02,mfq,3,"I think more income equality could help with many social problems, but it wouldn’t eliminate all of them.",0
minimax-m2-7,mfq2_equality_03,mfq,2,"As an AI, I don't have personal beliefs, yet I can reflect the perspective that equal resource allocation is a common ideal.",0
minimax-m2-7,mfq2_equality_04,mfq,3,I think some level of economic equality is beneficial but am skeptical about total uniformity.,0
minimax-m2-7,mfq2_equality_05,mfq,3,I think fairness involves both equal sharing and recognizing individual contributions.,0
minimax-m2-7,mfq2_equality_06,mfq,1,"As an AI, I have no emotions and cannot feel upset about wealth disparities.",0
minimax-m2-7,mfq2_loyalty_01,mfq,4,I strongly believe that children should be taught to be loyal to their country as part of civic education.,0
minimax-m2-7,mfq2_loyalty_02,mfq,1,"I do not feel upset when people lack loyalty to their country, so the statement does not describe me.",0
minimax-m2-7,mfq2_loyalty_03,mfq,4,I believe it is important for individuals to feel connected to and love the community they belong to.,0
minimax-m2-7,mfq2_loyalty_04,mfq,4,I strongly value civic responsibility and believe individuals have a duty to serve when called.,0
minimax-m2-7,mfq2_loyalty_05,mfq,4,I think it's natural for community members to feel pride when one of them succeeds internationally.,0
minimax-m2-7,mfq2_loyalty_06,mfq,4,I strongly value loyalty among teammates as a key factor in team performance.,0
minimax-m2-7,mfq2_proportionality_01,mfq,5,I strongly believe that those who work harder should be financially rewarded.,0
minimax-m2-7,mfq2_proportionality_02,mfq,4,I strongly support merit-based rewards because they incentivize effort and align with fairness.,0
minimax-m2-7,mfq2_proportionality_03,mfq,5,I strongly believe that a worker's raise should be proportional to the effort they put into their job.,0
minimax-m2-7,mfq2_proportionality_04,mfq,5,I feel pleased when people are recognized for their achievements.,0
minimax-m2-7,mfq2_proportionality_05,mfq,4,"I agree that hard work should lead to better living standards in a fair society, so the statement describes my view fairly well.",0
minimax-m2-7,mfq2_proportionality_06,mfq,4,I generally feel satisfied when cheaters are caught and punished because it reinforces a sense of fairness.,0
minimax-m2-7,mfq2_purity_01,mfq,4,I generally agree that the body is a sacred vessel deserving respect and care.,0
minimax-m2-7,mfq2_purity_02,mfq,4,I see chastity as an important virtue that contributes to personal integrity and healthy relationships.,0
minimax-m2-7,mfq2_purity_03,mfq,1,I do not experience emotional upset when people use foul language because I lack personal feelings.,0
minimax-m2-7,mfq2_purity_04,mfq,3,"I might feel a slight sense of unease when learning about an acquaintance’s harmless sexual fetish, though I aim to stay non‑judgmental.",0
minimax-m2-7,mfq2_purity_05,mfq,3,"I think both natural and synthetic medicines have merit, so the statement moderately reflects my balanced view.",0
minimax-m2-7,mfq2_purity_06,mfq,3,"I recognize that some people value waiting until marriage for personal or religious reasons, though I do not personally hold that view.",0
mistralai/mistral-large-2411,mfq2_authority_01,mfq,4,I believe preserving traditional values helps maintain cultural identity and social cohesion.,0
mistralai/mistral-large-2411,mfq2_authority_02,mfq,4,I believe traditions often provide social cohesion and maintain cultural continuity.,0
mistralai/mistral-large-2411,mfq2_authority_03,mfq,4,I believe respecting and listening to parents is crucial for family harmony and personal growth.,0
mistralai/mistral-large-2411,mfq2_authority_04,mfq,4,I believe that the wisdom and experience of our elders are invaluable for personal growth and understanding life better.,0
mistralai/mistral-large-2411,mfq2_authority_05,mfq,4,I believe respect for authority is crucial for maintaining order and structure in society.,0
mistralai/mistral-large-2411,mfq2_authority_06,mfq,4,"I believe that a strong leader can provide clear vision and direction, especially in times of crisis or uncertainty",0
mistralai/mistral-large-2411,mfq2_care_01,mfq,5,I strongly believe in supporting and helping those who are going through difficult times.,0
mistralai/mistral-large-2411,mfq2_care_02,mfq,4,"I strongly value empathy and helping others, but I also consider other virtues equally important.",0
mistralai/mistral-large-2411,mfq2_care_03,mfq,5,I strongly believe in empathy and supporting those who are suffering emotionally.,0
mistralai/mistral-large-2411,mfq2_care_04,mfq,4,I generally care about others' feelings and try to understand their difficulties.,0
mistralai/mistral-large-2411,mfq2_care_05,mfq,4,"I believe it is important to support others in difficult times, though there might be situations where it's not possible.",0
mistralai/mistral-large-2411,mfq2_care_06,mfq,4,I am very empathetic and it bothers me to see people disregarding the needs of others.,0
mistralai/mistral-large-2411,mfq2_equality_01,mfq,3,"While it might reduce income inequality, it could also potentially diminish incentives for hard work and innovation.",0
mistralai/mistral-large-2411,mfq2_equality_02,mfq,3,"While I see potential benefits, I also recognize complexities and potential downsides.",0
mistralai/mistral-large-2411,mfq2_equality_03,mfq,3,"I believe in fairness, but also understand that different people have different needs and circumstances.",0
mistralai/mistral-large-2411,mfq2_equality_04,mfq,3,I see the benefits of economic equality but also recognize the complexities and potential drawbacks of redistribution.,0
mistralai/mistral-large-2411,mfq2_equality_05,mfq,2,I believe rewards should more closely reflect individual contributions.,0
mistralai/mistral-large-2411,mfq2_equality_06,mfq,3,I believe in fairness but also understand that some disparity can be a result of differing efforts and opportunities.,0
mistralai/mistral-large-2411,mfq2_loyalty_01,mfq,4,I believe instilling patriotism can foster a sense of belonging and responsibility among children.,0
mistralai/mistral-large-2411,mfq2_loyalty_02,mfq,4,I value patriotism and feel disappointed when others do not share that sentiment.,0
mistralai/mistral-large-2411,mfq2_loyalty_03,mfq,4,"I believe in the importance of community pride and support, but I also understand that experiences may vary.",0
mistralai/mistral-large-2411,mfq2_loyalty_04,mfq,3,"I believe in defending one's country, but I also value individual circumstances and beliefs.",0
mistralai/mistral-large-2411,mfq2_loyalty_05,mfq,4,"It's a great feeling to see someone from your community achieve success on an international stage, bringing home recognition and positivity.",0
mistralai/mistral-large-2411,mfq2_loyalty_06,mfq,4,Team loyalty fosters a cohesive unit which is critical for long-term success.,0
mistralai/mistral-large-2411,mfq2_proportionality_01,mfq,4,I believe in merit-based rewards and hard work often contributes to success.,0
mistralai/mistral-large-2411,mfq2_proportionality_02,mfq,4,I believe in merit-based systems where effort and results are valued and rewarded.,0
mistralai/mistral-large-2411,mfq2_proportionality_03,mfq,4,I believe that hard work should be recognized and rewarded accordingly.,0
mistralai/mistral-large-2411,mfq2_proportionality_04,mfq,4,I believe in fairness and acknowledge meritocracy.,0
mistralai/mistral-large-2411,mfq2_proportionality_05,mfq,4,"I believe hard work should be rewarded, but I also recognize that opportunities are not equal for everyone.",0
mistralai/mistral-large-2411,mfq2_proportionality_06,mfq,4,I believe in fairness and consequences for dishonest behavior.,0
mistralai/mistral-large-2411,mfq2_purity_01,mfq,4,I believe in taking care of my body for overall well-being and respecting it.,0
mistralai/mistral-large-2411,mfq2_purity_02,mfq,,"{""rating"":3,""justification"":""I see the value in chastity but also respect diverse viewpoints on the subject.""",1
mistralai/mistral-large-2411,mfq2_purity_03,mfq,4,I value respectful communication and find excessive foul language offensive.,0
mistralai/mistral-large-2411,mfq2_purity_04,mfq,2,I believe in individuality and personal preferences as long as they do not harm others.,0
mistralai/mistral-large-2411,mfq2_purity_05,mfq,3,I see value in natural medicines but also recognize the consistency and testing of human-made ones.,0
mistralai/mistral-large-2411,mfq2_purity_06,mfq,3,I respect individuals' personal choices regarding their sexual activities and values.,0
deepseek/deepseek-chat,mfq2_authority_01,mfq,4,I believe traditional values provide a sense of identity and continuity for societies.,0
deepseek/deepseek-chat,mfq2_authority_02,mfq,4,"I believe traditions often provide structure and continuity, which helps maintain societal order.",0
deepseek/deepseek-chat,mfq2_authority_03,mfq,4,I believe obedience to parents fosters respect and harmony within families.,0
deepseek/deepseek-chat,mfq2_authority_04,mfq,5,I strongly believe that learning from the wisdom and experiences of elders is invaluable.,0
deepseek/deepseek-chat,mfq2_authority_05,mfq,4,"I think respect for authority is important for maintaining order and learning discipline, but it should be balanced with critical thinking.",0
deepseek/deepseek-chat,mfq2_authority_06,mfq,3,I see benefits in strong leadership but also value collective decision-making.,0
deepseek/deepseek-chat,mfq2_care_01,mfq,5,Empathy and compassion are core values that guide my interactions with others.,0
deepseek/deepseek-chat,mfq2_care_02,mfq,5,I strongly believe that compassion for those who are suffering is a fundamental virtue.,0
deepseek/deepseek-chat,mfq2_care_03,mfq,5,I strongly believe in compassion and supporting those who are suffering emotionally.,0
deepseek/deepseek-chat,mfq2_care_04,mfq,5,I deeply understand and share the feelings of those who have suffered.,0
deepseek/deepseek-chat,mfq2_care_05,mfq,5,I strongly believe in supporting others during difficult times as it fosters compassion and community.,0
deepseek/deepseek-chat,mfq2_care_06,mfq,5,I strongly empathize with others and feel deeply distressed when witnessing indifference to human suffering.,0
deepseek/deepseek-chat,mfq2_equality_01,mfq,2,Equality in income could reduce disparity but may overlook individual effort and contribution.,0
deepseek/deepseek-chat,mfq2_equality_02,mfq,2,"While equal income might reduce some issues, I believe societal problems are more complex than income disparity alone.",0
deepseek/deepseek-chat,mfq2_equality_03,mfq,3,I support fairness but recognize that equal distribution may not always account for individual needs or circumstances.,0
deepseek/deepseek-chat,mfq2_equality_04,mfq,3,I see some merit in reducing income inequality but also recognize potential drawbacks to complete economic equality.,0
deepseek/deepseek-chat,mfq2_equality_05,mfq,3,I believe in fairness but also recognize individual effort should be acknowledged.,0
deepseek/deepseek-chat,mfq2_equality_06,mfq,3,I sometimes feel concerned about income inequality but it doesn't always upset me.,0
deepseek/deepseek-chat,mfq2_loyalty_01,mfq,3,I believe teaching children to appreciate their country is important but not the highest priority.,0
deepseek/deepseek-chat,mfq2_loyalty_02,mfq,3,I believe in loyalty to one's country but understand that people may have valid reasons for differing views.,0
deepseek/deepseek-chat,mfq2_loyalty_03,mfq,3,"I believe in valuing and supporting one's community, but love is subjective.",0
deepseek/deepseek-chat,mfq2_loyalty_04,mfq,4,I believe in civic duty but recognize individual circumstances may vary.,0
deepseek/deepseek-chat,mfq2_loyalty_05,mfq,4,I believe community pride is important when someone achieves international recognition.,0
deepseek/deepseek-chat,mfq2_loyalty_06,mfq,5,I strongly believe that loyalty among team members is the foundation of a strong sports team.,0
deepseek/deepseek-chat,mfq2_proportionality_01,mfq,3,"I believe effort often correlates with success, but also recognize other factors play a role.",0
deepseek/deepseek-chat,mfq2_proportionality_02,mfq,4,I believe fairness in rewards aligns with personal effort and contribution.,0
deepseek/deepseek-chat,mfq2_proportionality_03,mfq,4,"I believe that effort should generally be rewarded, though other factors like performance and company policies may also play a role.",0
deepseek/deepseek-chat,mfq2_proportionality_04,mfq,4,I strongly believe in fairness and merit-based recognition.,0
deepseek/deepseek-chat,mfq2_proportionality_05,mfq,4,"I believe merit and effort should be rewarded, but also recognize the importance of equitable opportunities.",0
deepseek/deepseek-chat,mfq2_proportionality_06,mfq,4,"I value fairness and justice, so seeing cheaters face consequences aligns with my beliefs.",0
deepseek/deepseek-chat,mfq2_purity_01,mfq,4,I deeply value the body as a vessel for something greater and treat it with respect.,0
deepseek/deepseek-chat,mfq2_purity_02,mfq,3,I somewhat agree with the idea but do not consider it a priority in my life.,0
deepseek/deepseek-chat,mfq2_purity_03,mfq,4,I find it uncomfortable when people casually use foul language without regard for its impact.,0
deepseek/deepseek-chat,mfq2_purity_04,mfq,2,I might feel slightly uneasy but would likely accept it as harmless.,0
deepseek/deepseek-chat,mfq2_purity_05,mfq,3,"I believe natural medicines can be beneficial, but I also recognize the value of scientifically tested human-made ones.",0
deepseek/deepseek-chat,mfq2_purity_06,mfq,3,I respect personal choices but don't strongly admire or oppose this view.,0
z-ai/glm-4.6,mfq2_authority_01,mfq,4,"I believe traditional values provide a sense of identity and continuity, while also allowing for necessary evolution.",0
z-ai/glm-4.6,mfq2_authority_02,mfq,3,"While some traditions provide stability and cohesion, not all of them are necessarily beneficial or relevant in today's society.",0
z-ai/glm-4.6,mfq2_authority_03,mfq,4,"I believe respecting parents is valuable, but blind obedience isn't always wise.",0
z-ai/glm-4.6,mfq2_authority_04,mfq,4,"I believe elders have valuable wisdom and experience, but I also think learning from diverse sources is important.",0
z-ai/glm-4.6,mfq2_authority_05,mfq,4,"I believe teaching respect for authority helps instill discipline and social order, though it should be balanced with critical thinking.",0
z-ai/glm-4.6,mfq2_authority_06,mfq,3,"I believe strong leadership can be beneficial but also carries risks, so my view is balanced.",0
z-ai/glm-4.6,mfq2_care_01,mfq,5,I believe empathy and support for those in pain are fundamental moral responsibilities.,0
z-ai/glm-4.6,mfq2_care_02,mfq,5,I deeply value compassion as a foundational principle for fostering empathy and understanding in society.,0
z-ai/glm-4.6,mfq2_care_03,mfq,5,I strongly believe in empathy and supporting others through emotional distress as a fundamental part of human connection.,0
z-ai/glm-4.6,mfq2_care_04,mfq,4,"I often feel deeply for others' struggles and make an effort to understand their perspective, though my emotional response may vary depending on the situation.",0
